Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex , TPS ($ 000) ,"Proportion 
of TPS (%)","Rate of 
use (%)", Number of active beneficiaries ,Rank
3,Prince Edward Island,C10AA,HMG-CoA reductase inhibitors,<65,M,81.63,1,14.7,"1,352",21
3,Prince Edward Island,N05BA,Benzodiazepine derivatives,<65,M,78.12,0.9,4.1,374,22
3,Prince Edward Island,N03AG,Fatty acid derivatives,<65,M,65.43,0.8,2.2,202,23
3,Prince Edward Island,N05CF,Benzodiazepine-related drugs,<65,M,60.25,0.7,2.9,267,24
3,Prince Edward Island,C02AC,Imidazoline receptor agonists,<65,M,**,**,**,**,25
3,Prince Edward Island,C09AA,"ACE inhibitors, plain",<65,M,49.48,0.6,9.9,911,26
3,Prince Edward Island,A10BA,Biguanides,<65,M,47.05,0.6,17.5,"1,608",27
3,Prince Edward Island,R03BB,Anticholinergics,<65,M,45.98,0.6,2,179,28
3,Prince Edward Island,R03AC,Selective beta-2-adrenoreceptor agonists,<65,M,45.16,0.5,10.7,979,29
3,Prince Edward Island,N03AE,Benzodiazepine derivatives,<65,M,44.92,0.5,1.9,173,30
3,Prince Edward Island,L03AX,Other immunostimulants,<65,M,**,**,**,**,31
3,Prince Edward Island,C08CA,Dihydropyridine derivatives,<65,M,35.75,0.4,6.3,574,32
3,Prince Edward Island,N02AJ,Opioids in combination with non-opioid analgesics,<65,M,35.16,0.4,3.1,281,33
3,Prince Edward Island,A10AC,"Insulins and analogues for injection, intermediate-acting",<65,M,35.12,0.4,1.3,121,34
3,Prince Edward Island,L02BX,Other hormone antagonists and related agents,<65,M,**,**,**,*,35
3,Prince Edward Island,A10BB,Sulfonylureas,<65,M,32.92,0.4,7.8,711,36
3,Prince Edward Island,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,M,32.69,0.4,0.4,38,37
3,Prince Edward Island,L03AB,Interferons,<65,M,**,**,**,*,38
3,Prince Edward Island,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,M,28.11,0.3,2.7,247,39
3,Prince Edward Island,N06AA,Non-selective monoamine reuptake inhibitors,<65,M,27.79,0.3,2.7,247,40
3,Prince Edward Island,C07AB,"Beta-blocking agents, selective",<65,M,27.72,0.3,6.6,604,41
3,Prince Edward Island,L01AX,Other alkylating agents,<65,M,**,**,**,*,42
3,Prince Edward Island,C09CA,"Angiotensin II receptor blockers (ARBs), plain",<65,M,26.33,0.3,4.4,403,43
3,Prince Edward Island,A07EC,Aminosalicylic acid and similar agents,<65,M,26.2,0.3,0.4,35,44
3,Prince Edward Island,A02BA,H2-receptor antagonists,<65,M,**,**,**,**,45
3,Prince Edward Island,R01AD,Corticosteroids,<65,M,**,**,**,**,46
3,Prince Edward Island,B01AF,Direct factor Xa inhibitors,<65,M,**,**,**,**,47
3,Prince Edward Island,L02AE,Gonadotropin-releasing hormone analogues,<65,M,21.13,0.3,0.1,7,48
3,Prince Edward Island,J01XX,Other antibacterials,<65,M,**,**,**,*,49
3,Prince Edward Island,N03AF,Carboxamide derivatives,<65,M,**,**,**,**,50
3,Prince Edward Island,H03AA,Thyroid hormones,<65,M,17.73,0.2,1.6,150,51
3,Prince Edward Island,M01AE,Propionic acid derivatives,<65,M,17.58,0.2,7.6,697,52
3,Prince Edward Island,L03AA,Colony-stimulating factors,<65,M,16.67,0.2,0.1,7,53
3,Prince Edward Island,J01CA,Penicillins with extended spectrum,<65,M,16.25,0.2,14.5,"1,327",54
3,Prince Edward Island,C07AG,Alpha- and beta-blocking agents,<65,M,**,**,**,**,55
3,Prince Edward Island,C07AA,"Beta-blocking agents, non-selective",<65,M,14.78,0.2,1,93,56
3,Prince Edward Island,M03BX,Other centrally acting agents,<65,M,14.73,0.2,0.8,75,57
3,Prince Edward Island,J01DB,First-generation cephalosporins,<65,M,**,**,**,**,58
3,Prince Edward Island,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",<65,M,**,**,**,**,59
3,Prince Edward Island,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,<65,M,12.2,0.1,0.3,32,60
3,Prince Edward Island,D07AC,"Corticosteroids, potent (group III)",<65,M,11.87,0.1,3.4,309,61
3,Prince Edward Island,G04CA,Alpha-adrenoreceptor antagonists,<65,M,**,**,**,**,62
3,Prince Edward Island,C09BA,ACE inhibitors and diuretics,<65,M,11.59,0.1,1.3,122,63
3,Prince Edward Island,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,<65,M,**,**,**,**,64
3,Prince Edward Island,N05AA,Phenothiazines with aliphatic side-chain,<65,M,**,**,**,**,65
3,Prince Edward Island,R06AE,Piperazine derivatives,<65,M,10.71,0.1,0.6,58,66
3,Prince Edward Island,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,M,10.61,0.1,1.3,116,67
3,Prince Edward Island,A06AB,Contact laxatives,<65,M,10.61,0.1,1.3,118,68
3,Prince Edward Island,J01CR,"Combinations of penicillins, including beta-lactamase inhibitors",<65,M,10.19,0.1,4.4,404,69
3,Prince Edward Island,L01XC,Monoclonal antibodies,<65,M,**,**,**,*,70
3,Prince Edward Island,A06AD,Osmotically acting laxatives,<65,M,10.05,0.1,0.8,76,71
3,Prince Edward Island,B01AA,Vitamin K antagonists,<65,M,9.55,0.1,1.3,118,72
3,Prince Edward Island,J01AA,Tetracyclines,<65,M,9.37,0.1,5.6,517,73
3,Prince Edward Island,H02AB,Glucocorticoids,<65,M,9.23,0.1,6,547,74
3,Prince Edward Island,C03CA,"Sulfonamides, plain",<65,M,8.75,0.1,2.1,189,75
3,Prince Edward Island,C01DA,Organic nitrates,<65,M,8.66,0.1,1,90,76
3,Prince Edward Island,N02BE,Anilides,<65,M,8.65,0.1,1.5,134,77
3,Prince Edward Island,N05AD,Butyrophenone derivatives,<65,M,**,**,**,**,78
3,Prince Edward Island,H01BA,Vasopressin and analogues,<65,M,**,**,**,**,79
3,Prince Edward Island,C08DB,Benzothiazepine derivatives,<65,M,**,**,**,**,80
3,Prince Edward Island,N04BA,Dopa and dopa derivatives,<65,M,**,**,**,**,81
3,Prince Edward Island,G03HA,"Antiandrogens, plain",<65,M,**,**,**,**,82
3,Prince Edward Island,N03AB,Hydantoin derivatives,<65,M,**,**,**,**,83
3,Prince Edward Island,J01FA,Macrolides,<65,M,7.77,0.1,3.3,307,84
3,Prince Edward Island,N05CD,Benzodiazepine derivatives,<65,M,**,**,**,**,85
3,Prince Edward Island,L01BA,Folic acid analogues,<65,M,6.81,0.1,0.5,50,86
3,Prince Edward Island,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,<65,M,**,**,**,**,87
3,Prince Edward Island,N04AC,Ethers of tropine or tropine derivatives,<65,M,**,**,**,**,88
3,Prince Edward Island,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,<65,M,6.65,0.1,1.2,113,89
3,Prince Edward Island,G04BD,Drugs for urinary frequency and incontinence,<65,M,**,**,**,**,90
3,Prince Edward Island,C03AA,"Thiazides, plain",<65,M,6.44,0.1,3.3,307,91
3,Prince Edward Island,N05BE,Azaspirodecanedione derivatives,<65,M,**,**,**,**,92
3,Prince Edward Island,D06BB,Antivirals,<65,M,6.37,0.1,0.2,15,93
3,Prince Edward Island,G03BA,3-oxoandrosten (4) derivatives,<65,M,**,**,**,**,94
3,Prince Edward Island,C03DA,Aldosterone antagonists,<65,M,6.11,0.1,0.9,81,95
3,Prince Edward Island,G04CB,Testosterone-5-alpha reductase inhibitors,<65,M,**,**,**,**,96
3,Prince Edward Island,A03FA,Propulsives,<65,M,5.66,0.1,1.2,109,97
3,Prince Edward Island,M04AA,Preparations inhibiting uric acid production,<65,M,**,**,**,**,98
3,Prince Edward Island,N07BB,Drugs used in alcohol dependence,<65,M,**,**,**,**,99
3,Prince Edward Island,M01AB,Acetic acid derivatives and related substances,<65,M,5.17,0.1,1.6,144,100
3,Prince Edward Island,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,<65,F,"1,839.70",22.5,1.2,131,1
3,Prince Edward Island,N07BC,Drugs used in opioid dependence,<65,F,**,**,**,**,2
3,Prince Edward Island,L04AA,Selective immunosuppressants,<65,F,357.9,4.4,0.4,47,3
3,Prince Edward Island,L04AX,Other immunosuppressants,<65,F,273.16,3.3,0.5,51,4
3,Prince Edward Island,A10AE,"Insulins and analogues for injection, long-acting",<65,F,254.86,3.1,4.9,524,5
3,Prince Edward Island,N06AB,Selective serotonin reuptake inhibitors,<65,F,231.77,2.8,21.5,"2,293",6
3,Prince Edward Island,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",<65,F,194.38,2.4,4.3,462,7
3,Prince Edward Island,L01XE,Protein kinase inhibitors,<65,F,173.88,2.1,0.1,10,8
3,Prince Edward Island,L04AC,Interleukin inhibitors,<65,F,**,**,**,**,9
3,Prince Edward Island,N02AA,Natural opium alkaloids,<65,F,168.11,2.1,3,315,10
3,Prince Edward Island,N06BA,Centrally acting sympathomimetics,<65,F,**,**,**,**,11
3,Prince Edward Island,N06AX,Other antidepressants,<65,F,155.84,1.9,13.4,"1,434",12
3,Prince Edward Island,N03AX,Other antiepileptics,<65,F,147.17,1.8,6.4,683,13
3,Prince Edward Island,A10AB,"Insulins and analogues for injection, fast-acting",<65,F,145.56,1.8,5.4,574,14
3,Prince Edward Island,N05AX,Other antipsychotics,<65,F,**,**,**,**,15
3,Prince Edward Island,R03BA,Glucocorticoids,<65,F,129.15,1.6,5.4,573,16
3,Prince Edward Island,L03AB,Interferons,<65,F,**,**,**,**,17
3,Prince Edward Island,A02BC,Proton pump inhibitors,<65,F,121.56,1.5,18.2,"1,944",18
3,Prince Edward Island,L03AX,Other immunostimulants,<65,F,**,**,**,**,19
3,Prince Edward Island,S01LA,Antineovascularization agents,<65,F,**,**,**,**,20
3,Prince Edward Island,N05BA,Benzodiazepine derivatives,<65,F,80.72,1,5.1,545,21
3,Prince Edward Island,R07AX,Other respiratory system products,<65,F,**,**,**,*,22
3,Prince Edward Island,G03AA,"Progestogens and estrogens, fixed combinations",<65,F,69.3,0.8,8.4,901,23
3,Prince Edward Island,N05CF,Benzodiazepine-related drugs,<65,F,63.64,0.8,3.5,377,24
3,Prince Edward Island,C10AA,HMG-CoA reductase inhibitors,<65,F,61.24,0.7,9.6,"1,025",25
3,Prince Edward Island,R03AC,Selective beta-2-adrenoreceptor agonists,<65,F,59.14,0.7,12.6,"1,345",26
3,Prince Edward Island,L01XC,Monoclonal antibodies,<65,F,**,**,**,*,27
3,Prince Edward Island,N03AE,Benzodiazepine derivatives,<65,F,53.33,0.7,2.2,233,28
3,Prince Edward Island,R03BB,Anticholinergics,<65,F,48.32,0.6,2,216,29
3,Prince Edward Island,N06AA,Non-selective monoamine reuptake inhibitors,<65,F,46.88,0.6,4.2,449,30
3,Prince Edward Island,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,F,46.13,0.6,0.5,56,31
3,Prince Edward Island,N02AJ,Opioids in combination with non-opioid analgesics,<65,F,45.83,0.6,3.9,416,32
3,Prince Edward Island,H03AA,Thyroid hormones,<65,F,44.15,0.5,4,429,33
3,Prince Edward Island,N03AG,Fatty acid derivatives,<65,F,42.79,0.5,1.4,153,34
3,Prince Edward Island,C02AC,Imidazoline receptor agonists,<65,F,**,**,**,**,35
3,Prince Edward Island,C09AA,"ACE inhibitors, plain",<65,F,36.66,0.4,5.7,612,36
3,Prince Edward Island,A07EC,Aminosalicylic acid and similar agents,<65,F,35.81,0.4,0.5,52,37
3,Prince Edward Island,A10BA,Biguanides,<65,F,35.67,0.4,11.4,"1,218",38
3,Prince Edward Island,R01AD,Corticosteroids,<65,F,**,**,**,**,39
3,Prince Edward Island,L03AA,Colony-stimulating factors,<65,F,33.37,0.4,0.1,12,40
3,Prince Edward Island,A10AC,"Insulins and analogues for injection, intermediate-acting",<65,F,33.3,0.4,1.2,132,41
3,Prince Edward Island,C09CA,"Angiotensin II receptor blockers (ARBs), plain",<65,F,30.94,0.4,4.2,443,42
3,Prince Edward Island,A02BA,H2-receptor antagonists,<65,F,**,**,**,**,43
3,Prince Edward Island,G03AB,"Progestogens and estrogens, sequential preparations",<65,F,30.07,0.4,2.5,269,44
3,Prince Edward Island,C08CA,Dihydropyridine derivatives,<65,F,29.38,0.4,3.9,416,45
3,Prince Edward Island,M01AE,Propionic acid derivatives,<65,F,27.18,0.3,10.2,"1,087",46
3,Prince Edward Island,R06AE,Piperazine derivatives,<65,F,26.54,0.3,1.3,139,47
3,Prince Edward Island,A10BB,Sulfonylureas,<65,F,26.25,0.3,4.5,482,48
3,Prince Edward Island,L02AE,Gonadotropin-releasing hormone analogues,<65,F,24.52,0.3,0.1,10,49
3,Prince Edward Island,G03CA,"Natural and semisynthetic estrogens, plain",<65,F,24.38,0.3,1.9,205,50
3,Prince Edward Island,J01CA,Penicillins with extended spectrum,<65,F,23.93,0.3,18.4,"1,961",51
3,Prince Edward Island,G04BD,Drugs for urinary frequency and incontinence,<65,F,**,**,**,**,52
3,Prince Edward Island,G03AC,Progestogens,<65,F,**,**,**,**,53
3,Prince Edward Island,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,F,22.02,0.3,3,315,54
3,Prince Edward Island,C07AB,"Beta-blocking agents, selective",<65,F,20.1,0.2,4,429,55
3,Prince Edward Island,R06AA,Aminoalkyl ethers,<65,F,19.26,0.2,1.7,177,56
3,Prince Edward Island,G02BA,Intrauterine contraceptives,<65,F,18.95,0.2,0.5,51,57
3,Prince Edward Island,M03BX,Other centrally acting agents,<65,F,18.26,0.2,1,109,58
3,Prince Edward Island,J01DB,First-generation cephalosporins,<65,F,**,**,**,**,59
3,Prince Edward Island,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,F,16.44,0.2,1.5,159,60
3,Prince Edward Island,J01AA,Tetracyclines,<65,F,15.84,0.2,7.4,792,61
3,Prince Edward Island,A06AB,Contact laxatives,<65,F,15.66,0.2,1.4,149,62
3,Prince Edward Island,N02CC,Selective serotonin (5HT1) agonists,<65,F,**,**,**,**,63
3,Prince Edward Island,H02AB,Glucocorticoids,<65,F,14.89,0.2,7.4,785,64
3,Prince Edward Island,J01CR,"Combinations of penicillins, including beta-lactamase inhibitors",<65,F,14.19,0.2,6,639,65
3,Prince Edward Island,C07AA,"Beta-blocking agents, non-selective",<65,F,13.71,0.2,1.1,116,66
3,Prince Edward Island,N03AF,Carboxamide derivatives,<65,F,**,**,**,**,67
3,Prince Edward Island,L01BA,Folic acid analogues,<65,F,13.24,0.2,0.9,93,68
3,Prince Edward Island,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,<65,F,**,**,**,**,69
3,Prince Edward Island,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",<65,F,12.05,0.1,0.6,63,70
3,Prince Edward Island,B01AF,Direct factor Xa inhibitors,<65,F,**,**,**,**,71
3,Prince Edward Island,J01FA,Macrolides,<65,F,11.98,0.1,4.1,432,72
3,Prince Edward Island,A06AD,Osmotically acting laxatives,<65,F,11.98,0.1,0.8,86,73
3,Prince Edward Island,N02BE,Anilides,<65,F,11.83,0.1,1.4,147,74
3,Prince Edward Island,L02BG,Aromatase inhibitors,<65,F,**,**,**,**,75
3,Prince Edward Island,D07AC,"Corticosteroids, potent (group III)",<65,F,10.97,0.1,4.1,433,76
3,Prince Edward Island,A03AX,Other drugs for functional gastrointestinal disorders,<65,F,10.94,0.1,0.7,70,77
3,Prince Edward Island,A03FA,Propulsives,<65,F,10.79,0.1,2,208,78
3,Prince Edward Island,N05CD,Benzodiazepine derivatives,<65,F,**,**,**,**,79
3,Prince Edward Island,C09BA,ACE inhibitors and diuretics,<65,F,10.67,0.1,0.9,101,80
3,Prince Edward Island,J01XE,Nitrofuran derivatives,<65,F,**,**,**,**,81
3,Prince Edward Island,A07AA,Antibiotics,<65,F,**,**,**,**,82
3,Prince Edward Island,C03CA,"Sulfonamides, plain",<65,F,9.97,0.1,2,215,83
3,Prince Edward Island,J02AC,Triazole derivatives,<65,F,**,**,**,**,84
3,Prince Edward Island,N02AB,Phenylpiperidine derivatives,<65,F,**,**,**,**,85
3,Prince Edward Island,M05BA,Bisphosphonates,<65,F,**,**,**,**,86
3,Prince Edward Island,C08DB,Benzothiazepine derivatives,<65,F,**,**,**,**,87
3,Prince Edward Island,L01AX,Other alkylating agents,<65,F,**,**,**,*,88
3,Prince Edward Island,D06AX,Other antibiotics for topical use,<65,F,**,**,**,**,89
3,Prince Edward Island,N05AA,Phenothiazines with aliphatic side-chain,<65,F,**,**,**,**,90
3,Prince Edward Island,C02KX,Antihypertensives for pulmonary arterial hypertension,<65,F,**,**,**,*,91
3,Prince Edward Island,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",<65,F,**,**,**,**,92
3,Prince Edward Island,N05AE,Indole derivatives,<65,F,**,**,**,**,93
3,Prince Edward Island,B03AA,"Iron bivalent, oral preparations",<65,F,7.98,0.1,0.7,78,94
3,Prince Edward Island,D06BB,Antivirals,<65,F,7.87,0.1,0.5,48,95
3,Prince Edward Island,C03AA,"Thiazides, plain",<65,F,7.52,0.1,4.1,440,96
3,Prince Edward Island,D10BA,Retinoids for treatment of acne,<65,F,**,**,**,**,97
3,Prince Edward Island,N05BE,Azaspirodecanedione derivatives,<65,F,**,**,**,**,98
3,Prince Edward Island,C01DA,Organic nitrates,<65,F,7.23,0.1,0.6,64,99
3,Prince Edward Island,C02CA,Alpha-adrenoreceptor antagonists,<65,F,7.23,0.1,0.4,45,100
4,Nova Scotia,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,Total,Total,"25,529.98",11.1,1,"1,552",1
4,Nova Scotia,L04AX,Other immunosuppressants,Total,Total,"13,794.54",6,0.5,839,2
4,Nova Scotia,L01XE,Protein kinase inhibitors,Total,Total,"12,336.10",5.4,0.2,369,3
4,Nova Scotia,L04AA,Selective immunosuppressants,Total,Total,"7,997.53",3.5,0.5,756,4
4,Nova Scotia,J05AP,Antivirals for treatment of HCV infections,Total,Total,"6,901.17",3,0.1,139,5
4,Nova Scotia,C10AA,HMG-CoA reductase inhibitors,Total,Total,"6,591.30",2.9,44.9,"70,729",6
4,Nova Scotia,A10AE,"Insulins and analogues for injection, long-acting",Total,Total,"5,604.86",2.4,4.5,"7,021",7
4,Nova Scotia,A02BC,Proton pump inhibitors,Total,Total,"5,211.30",2.3,36.8,"57,895",8
4,Nova Scotia,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",Total,Total,"5,183.02",2.3,4.2,"6,551",9
4,Nova Scotia,C08CA,Dihydropyridine derivatives,Total,Total,"3,927.85",1.7,19.6,"30,796",10
4,Nova Scotia,L04AC,Interleukin inhibitors,Total,Total,"3,853.58",1.7,0.2,264,11
4,Nova Scotia,R03BB,Anticholinergics,Total,Total,"3,460.35",1.5,8.3,"13,040",12
4,Nova Scotia,C09AA,"ACE inhibitors, plain",Total,Total,"3,377.57",1.5,22.5,"35,336",13
4,Nova Scotia,B01AF,Direct factor Xa inhibitors,Total,Total,"3,305.36",1.4,2.9,"4,523",14
4,Nova Scotia,N06AB,Selective serotonin reuptake inhibitors,Total,Total,"3,149.48",1.4,16,"25,242",15
4,Nova Scotia,C07AB,"Beta-blocking agents, selective",Total,Total,"3,138.20",1.4,23.4,"36,879",16
4,Nova Scotia,L02AE,Gonadotropin-releasing hormone analogues,Total,Total,"2,914.00",1.3,0.6,900,17
4,Nova Scotia,A10AB,"Insulins and analogues for injection, fast-acting",Total,Total,"2,881.23",1.3,3.6,"5,666",18
4,Nova Scotia,N02AA,Natural opium alkaloids,Total,Total,"2,830.48",1.2,7.9,"12,363",19
4,Nova Scotia,H03AA,Thyroid hormones,Total,Total,"2,685.78",1.2,21.6,"34,072",20
4,Nova Scotia,L02BX,Other hormone antagonists and related agents,Total,Total,"2,599.44",1.1,0.1,162,21
4,Nova Scotia,N06AX,Other antidepressants,Total,Total,"2,560.85",1.1,12.5,"19,740",22
4,Nova Scotia,C09CA,"Angiotensin II receptor blockers (ARBs), plain",Total,Total,"2,542.87",1.1,14.4,"22,656",23
4,Nova Scotia,R03BA,Glucocorticoids,Total,Total,"2,380.35",1,6.3,"9,977",24
4,Nova Scotia,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,Total,"2,290.66",1,3,"4,757",25
4,Nova Scotia,R07AX,Other respiratory system products,Total,Total,"1,925.33",0.8,0,6,26
4,Nova Scotia,N03AX,Other antiepileptics,Total,Total,"1,841.75",0.8,5.3,"8,313",27
4,Nova Scotia,L02BB,Antiandrogens,Total,Total,"1,819.36",0.8,0.3,500,28
4,Nova Scotia,A10BA,Biguanides,Total,Total,"1,602.30",0.7,15.5,"24,365",29
4,Nova Scotia,N05AX,Other antipsychotics,Total,Total,"1,602.09",0.7,1.8,"2,856",30
4,Nova Scotia,R03AC,Selective beta-2-adrenoreceptor agonists,Total,Total,"1,542.38",0.7,16.6,"26,097",31
4,Nova Scotia,B01AB,Heparin group,Total,Total,"1,460.17",0.6,0.9,"1,466",32
4,Nova Scotia,N07BC,Drugs used in opioid dependence,Total,Total,"1,405.64",0.6,0.7,"1,170",33
4,Nova Scotia,S01EE,Prostaglandin analogues,Total,Total,"1,351.51",0.6,3.6,"5,669",34
4,Nova Scotia,H01CB,Somatostatin and analogues,Total,Total,"1,340.77",0.6,0.1,107,35
4,Nova Scotia,N06AA,Non-selective monoamine reuptake inhibitors,Total,Total,"1,314.36",0.6,7.4,"11,695",36
4,Nova Scotia,N05BA,Benzodiazepine derivatives,Total,Total,"1,261.09",0.5,10.9,"17,216",37
4,Nova Scotia,G04BD,Drugs for urinary frequency and incontinence,Total,Total,"1,260.04",0.5,3.8,"6,034",38
4,Nova Scotia,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",Total,Total,"1,246.31",0.5,3.6,"5,730",39
4,Nova Scotia,B01AC,"Platelet aggregation inhibitors, excluding heparin",Total,Total,"1,182.18",0.5,5,"7,900",40
4,Nova Scotia,A10BB,Sulfonylureas,Total,Total,"1,170.40",0.5,8,"12,553",41
4,Nova Scotia,S01ED,Beta-blocking agents,Total,Total,"1,161.95",0.5,3.3,"5,133",42
4,Nova Scotia,C03CA,"Sulfonamides, plain",Total,Total,"1,161.06",0.5,10.4,"16,351",43
4,Nova Scotia,C09BA,ACE inhibitors and diuretics,Total,Total,"1,149.54",0.5,5.3,"8,359",44
4,Nova Scotia,A07EC,Aminosalicylic acid and similar agents,Total,Total,"1,125.58",0.5,0.9,"1,487",45
4,Nova Scotia,C08DB,Benzothiazepine derivatives,Total,Total,"1,104.44",0.5,2.9,"4,574",46
4,Nova Scotia,G03CA,"Natural and semisynthetic estrogens, plain",Total,Total,"1,080.00",0.5,4.2,"6,666",47
4,Nova Scotia,B03BA,Vitamin B12 (cyanocobalamin and analogues),Total,Total,"1,040.77",0.5,9.1,"14,260",48
4,Nova Scotia,C01DA,Organic nitrates,Total,Total,"1,017.03",0.4,6.1,"9,528",49
4,Nova Scotia,G04CA,Alpha-adrenoreceptor antagonists,Total,Total,"1,015.66",0.4,6.6,"10,385",50
4,Nova Scotia,M05BA,Bisphosphonates,Total,Total,"1,015.57",0.4,5.6,"8,799",51
4,Nova Scotia,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,Total,Total,975.66,0.4,5.8,"9,092",52
4,Nova Scotia,M03AX,"Other muscle relaxants, peripherally acting agents",Total,Total,963.43,0.4,0.2,358,53
4,Nova Scotia,L01XX,Other antineoplastic agents,Total,Total,935.26,0.4,0.2,267,54
4,Nova Scotia,L01XC,Monoclonal antibodies,Total,Total,931.13,0.4,0.1,80,55
4,Nova Scotia,A02BA,H2-receptor antagonists,Total,Total,928.76,0.4,8.2,"12,899",56
4,Nova Scotia,N05CF,Benzodiazepine-related drugs,Total,Total,899.89,0.4,7.8,"12,250",57
4,Nova Scotia,H02AB,Glucocorticoids,Total,Total,884.29,0.4,13.3,"20,928",58
4,Nova Scotia,C03AA,"Thiazides, plain",Total,Total,845.28,0.4,12.2,"19,164",59
4,Nova Scotia,N04BA,Dopa and dopa derivatives,Total,Total,822.45,0.4,1.1,"1,710",60
4,Nova Scotia,B01AA,Vitamin K antagonists,Total,Total,818.61,0.4,5,"7,894",61
4,Nova Scotia,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,Total,Total,777.54,0.3,0.5,793,62
4,Nova Scotia,R03DX,Other systemic drugs for obstructive airway diseases,Total,Total,766.1,0.3,0,70,63
4,Nova Scotia,A16AB,Enzymes,Total,Total,**,**,**,*,64
4,Nova Scotia,N02AJ,Opioids in combination with non-opioid analgesics,Total,Total,729.06,0.3,5.8,"9,061",65
4,Nova Scotia,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,Total,663.94,0.3,1.4,"2,258",66
4,Nova Scotia,B03XA,Other antianemic preparations,Total,Total,654.51,0.3,0,32,67
4,Nova Scotia,M04AA,Preparations inhibiting uric acid production,Total,Total,639.69,0.3,4.8,"7,537",68
4,Nova Scotia,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,Total,639.12,0.3,0.6,989,69
4,Nova Scotia,C07AG,Alpha- and beta-blocking agents,Total,Total,633.54,0.3,1.4,"2,207",70
4,Nova Scotia,A12BA,Potassium,Total,Total,620.73,0.3,3.8,"5,971",71
4,Nova Scotia,N03AE,Benzodiazepine derivatives,Total,Total,601.68,0.3,3.8,"5,982",72
4,Nova Scotia,N06DA,Anticholinesterases,Total,Total,587.27,0.3,1.6,"2,553",73
4,Nova Scotia,R01AD,Corticosteroids,Total,Total,566.52,0.2,7,"11,065",74
4,Nova Scotia,N06BA,Centrally acting sympathomimetics,Total,Total,553.33,0.2,0.9,"1,353",75
4,Nova Scotia,B01AE,Direct thrombin inhibitors,Total,Total,548.64,0.2,0.4,559,76
4,Nova Scotia,C07AA,"Beta-blocking agents, non-selective",Total,Total,548.02,0.2,1.9,"3,067",77
4,Nova Scotia,G04CB,Testosterone-5-alpha reductase inhibitors,Total,Total,547.81,0.2,2.4,"3,750",78
4,Nova Scotia,S01XA,Other ophthalmologicals,Total,Total,543.21,0.2,4.7,"7,343",79
4,Nova Scotia,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,Total,492.23,0.2,0,30,80
4,Nova Scotia,D07AC,"Corticosteroids, potent (group III)",Total,Total,490.64,0.2,8.1,"12,780",81
4,Nova Scotia,D01AC,Imidazole and triazole derivatives,Total,Total,469.07,0.2,4.2,"6,628",82
4,Nova Scotia,C05BA,Heparins or heparinoids for topical use,Total,Total,446.18,0.2,0.2,251,83
4,Nova Scotia,A04AD,Other antiemetics,Total,Total,429.67,0.2,0.6,905,84
4,Nova Scotia,A03FA,Propulsives,Total,Total,412.3,0.2,3.7,"5,897",85
4,Nova Scotia,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,Total,Total,410.51,0.2,0.5,781,86
4,Nova Scotia,L01AX,Other alkylating agents,Total,Total,409.18,0.2,0,70,87
4,Nova Scotia,L02BG,Aromatase inhibitors,Total,Total,407.27,0.2,0.7,"1,170",88
4,Nova Scotia,L01BA,Folic acid analogues,Total,Total,392.38,0.2,1.4,"2,177",89
4,Nova Scotia,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,Total,Total,388.83,0.2,0.5,721,90
4,Nova Scotia,M05BX,Other drugs affecting bone structure and mineralization,Total,Total,383.07,0.2,0.2,351,91
4,Nova Scotia,C03DA,Aldosterone antagonists,Total,Total,371.73,0.2,2.6,"4,073",92
4,Nova Scotia,C10AX,Other lipid-modifying agents,Total,Total,369.73,0.2,2.5,"3,954",93
