Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex , TPS ($ 000) ,"Proportion 
of TPS (%)","Rate of 
use (%)", Number of active beneficiaries ,Rank
1,Canada,N05BA,Benzodiazepine derivatives,65+,F,"21,930.50",0.5,12.0,"397,350",51
1,Canada,C03CA,"Sulfonamides, plain",65+,F,"21,284.68",0.4,9.1,"302,580",52
1,Canada,A12AX,"Calcium, combinations with vitamin D and/or other drugs",65+,F,"21,205.10",0.4,6.4,"212,942",53
1,Canada,B01AB,Heparin group,65+,F,"20,969.97",0.4,0.7,"22,944",54
1,Canada,L01EX,Other protein kinase inhibitors,65+,F,"19,730.16",0.4,0.0,933,55
1,Canada,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,65+,F,"19,504.31",0.4,5.8,"193,049",56
1,Canada,R03AC,Selective beta-2-adrenoreceptor agonists,65+,F,"19,168.24",0.4,12.5,"413,015",57
1,Canada,N04BA,Dopa and dopa derivatives,65+,F,"18,887.53",0.4,1.0,"31,975",58
1,Canada,A07EC,Aminosalicylic acid and similar agents,65+,F,"18,751.84",0.4,0.8,"27,479",59
1,Canada,N02BE,Anilides,65+,F,"17,649.32",0.4,10.5,"347,240",60
1,Canada,M03AX,"Other muscle relaxants, peripherally acting agents",65+,F,"17,559.61",0.4,0.3,"10,812",61
1,Canada,L01XC,Monoclonal antibodies,65+,F,"17,532.98",0.4,0.1,"1,845",62
1,Canada,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",65+,F,"16,765.93",0.4,0.2,"7,681",63
1,Canada,N02BA,Salicylic acid and derivatives,65+,F,"16,274.71",0.3,5.2,"171,965",64
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,65+,F,"15,787.81",0.3,4.6,"153,855",65
1,Canada,C09BA,ACE inhibitors and diuretics,65+,F,"15,705.01",0.3,3.4,"112,084",66
1,Canada,L01EA,BCR-ABL tyrosine kinase inhibitors,65+,F,"15,224.11",0.3,0.0,523,67
1,Canada,L02BG,Aromatase inhibitors,65+,F,"14,551.54",0.3,1.2,"40,741",68
1,Canada,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,F,"14,551.29",0.3,0.0,579,69
1,Canada,A12AA,Calcium,65+,F,"13,916.39",0.3,5.1,"168,978",70
1,Canada,A10BB,Sulfonylureas,65+,F,"13,617.72",0.3,4.3,"141,964",71
1,Canada,B01AE,Direct thrombin inhibitors,65+,F,"13,455.77",0.3,0.4,"14,703",72
1,Canada,R01AD,Corticosteroids,65+,F,"13,112.32",0.3,7.2,"238,836",73
1,Canada,B03AA,"Iron bivalent, oral preparations",65+,F,"12,060.84",0.3,4.8,"160,374",74
1,Canada,C01DA,Organic nitrates,65+,F,"11,525.97",0.2,3.7,"124,223",75
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,65+,F,"11,512.71",0.2,7.7,"254,534",76
1,Canada,C03AA,"Thiazides, plain",65+,F,"10,939.51",0.2,9.2,"303,879",77
1,Canada,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,65+,F,**,**,**,**,78
1,Canada,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,F,"9,907.24",0.2,0.5,"15,774",79
1,Canada,H02AB,Glucocorticoids,65+,F,"9,901.94",0.2,9.3,"309,898",80
1,Canada,L04AD,Calcineurin inhibitors,65+,F,"9,600.19",0.2,0.1,"3,253",81
1,Canada,S01XA,Other ophthalmologicals,65+,F,"9,456.40",0.2,1.5,"49,092",82
1,Canada,L01BA,Folic acid analogues,65+,F,"9,288.90",0.2,1.5,"49,736",83
1,Canada,B03BA,Vitamin B12 (cyanocobalamin and analogues),65+,F,"8,474.41",0.2,3.6,"119,739",84
1,Canada,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,65+,F,"8,458.50",0.2,0.0,121,85
1,Canada,A06AB,Contact laxatives,65+,F,"8,431.31",0.2,4.7,"156,484",86
1,Canada,D07AC,"Corticosteroids, potent (group III)",65+,F,"8,201.65",0.2,9.0,"299,648",87
1,Canada,A06AA,"Softeners, emollients",65+,F,"7,979.84",0.2,3.4,"112,444",88
1,Canada,L01XE,Protein kinase inhibitors,65+,F,"7,763.84",0.2,0.0,889,89
1,Canada,A07AA,Antibiotics,65+,F,"7,758.26",0.2,1.4,"47,991",90
1,Canada,S01EC,Carbonic anhydrase inhibitors,65+,F,"7,364.81",0.2,1.4,"47,110",91
1,Canada,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,F,"7,122.94",0.1,3.4,"112,162",92
1,Canada,A06AD,Osmotically acting laxatives,65+,F,"6,960.88",0.1,4.1,"136,552",93
1,Canada,N03AE,Benzodiazepine derivatives,65+,F,"6,909.49",0.1,2.9,"97,073",94
1,Canada,M04AA,Preparations inhibiting uric acid production,65+,F,"6,807.63",0.1,2.4,"78,538",95
1,Canada,A04AD,Other antiemetics,65+,F,"6,696.42",0.1,0.4,"13,792",96
1,Canada,N04BC,Dopamine agonists,65+,F,"6,673.99",0.1,1.0,"32,156",97
1,Canada,L01XX,Other antineoplastic agents,65+,F,"6,619.37",0.1,0.2,"5,809",98
1,Canada,B01AA,Vitamin K antagonists,65+,F,"6,467.01",0.1,1.8,"60,293",99
1,Canada,C07AA,"Beta-blocking agents, non-selective",65+,F,"6,446.80",0.1,1.6,"54,695",100
1,Canada,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,<65,Total,"792,713.54",13.9,0.6,"41,374",1
1,Canada,L04AA,Selective immunosuppressants,<65,Total,"300,664.35",5.3,0.5,"29,872",2
1,Canada,J05AP,Antivirals for treatment of HCV infections,<65,Total,"290,376.67",5.1,0.1,"6,186",3
1,Canada,N05AX,Other antipsychotics,<65,Total,"290,246.42",5.1,2.8,"186,386",4
1,Canada,J05AR,"Antivirals for treatment of HIV infections, combinations",<65,Total,"187,668.57",3.3,0.3,"21,933",5
1,Canada,N07BC,Drugs used in opioid dependence,<65,Total,"153,143.72",2.7,1.3,"85,013",6
1,Canada,L04AC,Interleukin inhibitors,<65,Total,"152,580.84",2.7,0.2,"10,237",7
1,Canada,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",<65,Total,"134,454.25",2.4,5.0,"327,887",8
1,Canada,N06BA,Centrally acting sympathomimetics,<65,Total,"128,967.21",2.3,3.8,"252,493",9
1,Canada,L04AX,Other immunosuppressants,<65,Total,"113,161.70",2.0,0.3,"18,414",10
1,Canada,N03AX,Other antiepileptics,<65,Total,"100,167.29",1.8,5.7,"377,543",11
1,Canada,N06AX,Other antidepressants,<65,Total,"94,175.34",1.7,9.5,"629,803",12
1,Canada,N02AA,Natural opium alkaloids,<65,Total,"93,283.32",1.6,4.2,"279,773",13
1,Canada,N06AB,Selective serotonin reuptake inhibitors,<65,Total,"85,041.90",1.5,12.2,"809,499",14
1,Canada,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,Total,"74,548.37",1.3,2.7,"180,468",15
1,Canada,A10AE,"Insulins and analogues for injection, long-acting",<65,Total,"66,971.22",1.2,1.4,"92,544",16
1,Canada,A02BC,Proton pump inhibitors,<65,Total,"66,790.61",1.2,11.9,"784,143",17
1,Canada,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,<65,Total,"58,545.73",1.0,1.4,"90,337",18
1,Canada,R03DX,Other systemic drugs for obstructive airway diseases,<65,Total,"55,376.13",1.0,0.1,"3,603",19
1,Canada,C10AA,HMG-CoA reductase inhibitors,<65,Total,"50,441.41",0.9,10.8,"712,738",20
1,Canada,A10BD,Combinations of oral blood glucose–lowering drugs,<65,Total,"49,802.15",0.9,1.0,"65,187",21
1,Canada,A16AB,Enzymes,<65,Total,"44,940.66",0.8,0.0,91,22
1,Canada,L03AA,Colony-stimulating factors,<65,Total,"42,636.82",0.7,0.1,"7,906",23
1,Canada,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,<65,Total,"42,405.25",0.7,0.4,"29,401",24
1,Canada,S01LA,Antineovascularization agents,<65,Total,"42,230.88",0.7,0.1,"4,935",25
1,Canada,R03BA,Glucocorticoids,<65,Total,"40,997.87",0.7,5.4,"358,528",26
1,Canada,L04AD,Calcineurin inhibitors,<65,Total,"37,006.16",0.6,0.2,"10,806",27
1,Canada,A10AB,"Insulins and analogues for injection, fast-acting",<65,Total,"35,772.63",0.6,1.3,"87,056",28
1,Canada,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,<65,Total,"34,253.38",0.6,0.7,"47,934",29
1,Canada,M09AX,Other drugs for disorders of the musculoskeletal system,<65,Total,"32,553.57",0.6,0.0,88,30
1,Canada,L01EF,Cyclin-dependent kinase (CDK) inhibitors,<65,Total,"32,131.45",0.6,0.0,809,31
1,Canada,L03AB,Interferons,<65,Total,"28,983.90",0.5,0.0,"1,790",32
1,Canada,R07AX,Other respiratory system products,<65,Total,**,**,**,**,33
1,Canada,B01AF,Direct factor Xa inhibitors,<65,Total,"26,683.64",0.5,0.7,"48,798",34
1,Canada,R03BB,Anticholinergics,<65,Total,"26,553.36",0.5,1.4,"91,564",35
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",<65,Total,"25,921.50",0.5,0.2,"11,848",36
1,Canada,N05BA,Benzodiazepine derivatives,<65,Total,"25,035.95",0.4,5.8,"380,067",37
1,Canada,N03AG,Fatty acid derivatives,<65,Total,"24,634.26",0.4,1.0,"66,680",38
1,Canada,M03AX,"Other muscle relaxants, peripherally acting agents",<65,Total,"24,517.14",0.4,0.2,"12,285",39
1,Canada,L03AX,Other immunostimulants,<65,Total,"24,491.14",0.4,0.0,"2,495",40
1,Canada,C09AA,"ACE inhibitors, plain",<65,Total,"24,161.88",0.4,5.9,"390,877",41
1,Canada,L01EL,Bruton's tyrosine kinase (BTK) inhibitors,<65,Total,"24,035.13",0.4,0.0,334,42
1,Canada,L01EA,BCR-ABL tyrosine kinase inhibitors,<65,Total,"22,645.40",0.4,0.0,694,43
1,Canada,R03AC,Selective beta-2-adrenoreceptor agonists,<65,Total,"22,352.49",0.4,11.0,"725,757",44
1,Canada,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,Total,"21,864.70",0.4,0.8,"53,261",45
1,Canada,C08CA,Dihydropyridine derivatives,<65,Total,"21,424.76",0.4,4.6,"305,049",46
1,Canada,B01AB,Heparin group,<65,Total,"21,415.29",0.4,0.3,"16,596",47
1,Canada,H03AA,Thyroid hormones,<65,Total,"21,214.80",0.4,6.3,"416,701",48
1,Canada,N05AE,Indole derivatives,<65,Total,"20,514.66",0.4,0.2,"14,558",49
1,Canada,G03AA,"Progestogens and estrogens, fixed combinations",<65,Total,"20,393.40",0.4,5.8,"385,838",50
1,Canada,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,<65,Total,"20,059.74",0.4,0.0,346,51
1,Canada,J05AJ,Integrase inhibitors,<65,Total,"19,934.07",0.3,0.1,"4,063",52
1,Canada,N03AE,Benzodiazepine derivatives,<65,Total,"19,926.79",0.3,2.4,"159,184",53
1,Canada,H01CB,Somatostatin and analogues,<65,Total,"19,769.53",0.3,0.0,"1,375",54
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,<65,Total,"19,644.25",0.3,6.8,"447,393",55
1,Canada,L01XC,Monoclonal antibodies,<65,Total,"19,574.75",0.3,0.0,"2,062",56
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,<65,Total,"18,986.44",0.3,2.8,"184,926",57
1,Canada,N07BA,Drugs used in nicotine dependence,<65,Total,"18,907.99",0.3,2.1,"138,218",58
1,Canada,A04AD,Other antiemetics,<65,Total,"18,529.02",0.3,0.4,"24,957",59
1,Canada,A07EC,Aminosalicylic acid and similar agents,<65,Total,"17,475.20",0.3,0.6,"38,236",60
1,Canada,H01AC,Somatropin and somatropin agonists,<65,Total,"17,423.85",0.3,0.0,"1,681",61
1,Canada,A10BA,Biguanides,<65,Total,"17,247.62",0.3,4.9,"323,239",62
1,Canada,A16AX,Various alimentary tract and metabolism products,<65,Total,"15,858.79",0.3,0.0,377,63
1,Canada,C02AC,Imidazoline receptor agonists,<65,Total,"15,792.74",0.3,0.8,"55,268",64
1,Canada,C07AB,"Beta-blocking agents, selective",<65,Total,"15,620.62",0.3,3.6,"238,852",65
1,Canada,V06C,Infant formulas,<65,Total,"15,567.18",0.3,0.2,"10,450",66
1,Canada,L02AE,Gonadotropin-releasing hormone analogues,<65,Total,"15,418.04",0.3,0.1,"6,500",67
1,Canada,V03AC,Iron-chelating agents,<65,Total,"15,133.11",0.3,0.0,602,68
1,Canada,N03AF,Carboxamide derivatives,<65,Total,"14,921.79",0.3,0.5,"33,423",69
1,Canada,C09CA,"Angiotensin II receptor blockers (ARBs), plain",<65,Total,"14,601.98",0.3,2.7,"179,322",70
1,Canada,A11CC,Vitamin D and analogues,<65,Total,"14,315.53",0.3,3.2,"210,399",71
1,Canada,C02KX,Antihypertensives for pulmonary arterial hypertension,<65,Total,"14,216.04",0.2,0.0,679,72
1,Canada,V06,General nutrients,<65,Total,"13,683.17",0.2,0.0,413,73
1,Canada,G04BD,Drugs for urinary frequency and incontinence,<65,Total,"13,607.74",0.2,0.8,"52,343",74
1,Canada,L01EX,Other protein kinase inhibitors,<65,Total,"13,423.72",0.2,0.0,550,75
1,Canada,M03BX,Other centrally acting agents,<65,Total,"13,255.09",0.2,4.0,"264,474",76
1,Canada,B03XA,Other antianemic preparations,<65,Total,"12,811.14",0.2,0.0,"2,978",77
1,Canada,A09AA,Enzyme preparations,<65,Total,"12,804.34",0.2,0.2,"11,087",78
1,Canada,R01AD,Corticosteroids,<65,Total,"12,778.42",0.2,4.9,"322,191",79
1,Canada,M01AE,Propionic acid derivatives,<65,Total,"12,452.70",0.2,8.6,"565,341",80
1,Canada,C01CA,Adrenergic and dopaminergic agents,<65,Total,"12,252.59",0.2,1.6,"108,770",81
1,Canada,D11AH,"Agents for dermatitis, excluding corticosteroids",<65,Total,"11,940.50",0.2,0.3,"21,507",82
1,Canada,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",<65,Total,"11,411.79",0.2,0.4,"24,758",83
1,Canada,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",<65,Total,"10,996.63",0.2,0.1,"6,053",84
1,Canada,G02BA,Intrauterine contraceptives,<65,Total,"10,944.98",0.2,1.0,"65,024",85
1,Canada,J05AE,Protease inhibitors,<65,Total,"10,413.82",0.2,0.0,"1,999",86
1,Canada,C10AX,Other lipid-modifying agents,<65,Total,"10,410.63",0.2,0.6,"38,534",87
1,Canada,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,<65,Total,"10,381.23",0.2,0.0,129,88
1,Canada,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,Total,"10,157.06",0.2,3.6,"234,993",89
1,Canada,N02CC,Selective serotonin (5HT1) agonists,<65,Total,"10,026.06",0.2,1.3,"86,427",90
1,Canada,N02BE,Anilides,<65,Total,"9,682.25",0.2,3.8,"254,132",91
1,Canada,J02AC,Triazole derivatives,<65,Total,"9,459.50",0.2,1.2,"80,545",92
1,Canada,G03CA,"Natural and semisynthetic estrogens, plain",<65,Total,"9,126.12",0.2,1.8,"117,562",93
1,Canada,A10BB,Sulfonylureas,<65,Total,"9,085.06",0.2,1.7,"114,099",94
1,Canada,B02AB,Proteinase inhibitors,<65,Total,"8,887.13",0.2,0.0,87,95
1,Canada,R05CB,Mucolytics,<65,Total,"8,709.04",0.2,0.0,"1,186",96
1,Canada,L01EG,Mammalian target of rapamycin (MTOR) kinase inhibitors,<65,Total,"8,704.54",0.2,0.0,189,97
1,Canada,D07AC,"Corticosteroids, potent (group III)",<65,Total,"8,612.10",0.2,7.0,"464,203",98
1,Canada,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,<65,Total,"7,904.93",0.1,0.1,"8,154",99
1,Canada,J01CA,Penicillins with extended spectrum,<65,Total,"7,699.13",0.1,12.4,"822,561",100
1,Canada,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,<65,M,"411,357.81",14.1,0.7,"20,073",1
1,Canada,J05AP,Antivirals for treatment of HCV infections,<65,M,"195,420.12",6.7,0.1,"4,162",2
1,Canada,N05AX,Other antipsychotics,<65,M,"193,189.60",6.6,3.5,"103,216",3
1,Canada,J05AR,"Antivirals for treatment of HIV infections, combinations",<65,M,"141,764.67",4.9,0.6,"16,927",4
1,Canada,L04AA,Selective immunosuppressants,<65,M,"108,634.94",3.7,0.4,"11,429",5
1,Canada,N07BC,Drugs used in opioid dependence,<65,M,"92,741.51",3.2,1.8,"51,819",6
1,Canada,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",<65,M,"85,181.88",2.9,5.5,"161,569",7
1,Canada,N06BA,Centrally acting sympathomimetics,<65,M,"78,470.98",2.7,5.0,"146,729",8
1,Canada,L04AC,Interleukin inhibitors,<65,M,"75,397.35",2.6,0.2,"4,880",9
1,Canada,N02AA,Natural opium alkaloids,<65,M,"51,433.16",1.8,4.4,"126,990",10
1,Canada,L04AX,Other immunosuppressants,<65,M,"50,121.83",1.7,0.2,"7,125",11
1,Canada,N03AX,Other antiepileptics,<65,M,"45,717.75",1.6,5.3,"155,868",12
1,Canada,N06AX,Other antidepressants,<65,M,"37,811.87",1.3,8.1,"235,687",13
1,Canada,N06AB,Selective serotonin reuptake inhibitors,<65,M,"35,006.01",1.2,9.7,"283,278",14
1,Canada,A10AE,"Insulins and analogues for injection, long-acting",<65,M,"34,747.17",1.2,1.7,"48,631",15
1,Canada,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,<65,M,"31,959.45",1.1,1.7,"50,924",16
1,Canada,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,M,"30,595.60",1.1,2.5,"73,199",17
1,Canada,A16AB,Enzymes,<65,M,"30,455.62",1.0,0.0,59,18
1,Canada,A02BC,Proton pump inhibitors,<65,M,"29,753.42",1.0,11.6,"337,385",19
1,Canada,C10AA,HMG-CoA reductase inhibitors,<65,M,"27,635.41",0.9,14.2,"415,274",20
1,Canada,A10BD,Combinations of oral blood glucose–lowering drugs,<65,M,"27,390.59",0.9,1.3,"36,624",21
1,Canada,S01LA,Antineovascularization agents,<65,M,"23,760.00",0.8,0.1,"2,792",22
1,Canada,L04AD,Calcineurin inhibitors,<65,M,"22,189.12",0.8,0.2,"6,399",23
1,Canada,A10AB,"Insulins and analogues for injection, fast-acting",<65,M,"19,131.40",0.7,1.6,"45,208",24
1,Canada,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,<65,M,"18,999.73",0.7,0.5,"13,297",25
1,Canada,R03DX,Other systemic drugs for obstructive airway diseases,<65,M,"18,872.24",0.6,0.0,"1,186",26
1,Canada,R03BA,Glucocorticoids,<65,M,"17,970.30",0.6,5.6,"162,158",27
1,Canada,M09AX,Other drugs for disorders of the musculoskeletal system,<65,M,"17,681.04",0.6,0.0,50,28
1,Canada,L01EL,Bruton's tyrosine kinase (BTK) inhibitors,<65,M,"17,505.12",0.6,0.0,237,29
1,Canada,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,<65,M,"17,178.53",0.6,0.8,"24,779",30
1,Canada,B01AF,Direct factor Xa inhibitors,<65,M,"15,944.53",0.5,1.0,"28,535",31
1,Canada,R07AX,Other respiratory system products,<65,M,**,**,**,**,32
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",<65,M,"15,211.46",0.5,0.2,"6,751",33
1,Canada,N03AG,Fatty acid derivatives,<65,M,"14,913.29",0.5,1.3,"37,819",34
1,Canada,J05AJ,Integrase inhibitors,<65,M,"14,099.36",0.5,0.1,"2,657",35
1,Canada,C09AA,"ACE inhibitors, plain",<65,M,"13,976.56",0.5,8.0,"232,363",36
1,Canada,L03AA,Colony-stimulating factors,<65,M,"13,438.04",0.5,0.1,"2,544",37
1,Canada,L01EA,BCR-ABL tyrosine kinase inhibitors,<65,M,"12,897.03",0.4,0.0,384,38
1,Canada,R03BB,Anticholinergics,<65,M,"12,460.18",0.4,1.4,"42,082",39
1,Canada,N05BA,Benzodiazepine derivatives,<65,M,"11,718.51",0.4,4.8,"139,070",40
1,Canada,C08CA,Dihydropyridine derivatives,<65,M,"11,621.63",0.4,5.8,"169,574",41
1,Canada,H01AC,Somatropin and somatropin agonists,<65,M,"10,939.01",0.4,0.0,"1,016",42
1,Canada,C02AC,Imidazoline receptor agonists,<65,M,"10,635.10",0.4,1.0,"29,052",43
1,Canada,N07BA,Drugs used in nicotine dependence,<65,M,"10,221.33",0.4,2.5,"73,821",44
1,Canada,R03AC,Selective beta-2-adrenoreceptor agonists,<65,M,"10,171.54",0.3,11.1,"322,499",45
1,Canada,H01CB,Somatostatin and analogues,<65,M,"9,633.67",0.3,0.0,611,46
1,Canada,N03AE,Benzodiazepine derivatives,<65,M,"9,518.16",0.3,2.2,"62,797",47
1,Canada,C07AB,"Beta-blocking agents, selective",<65,M,"9,221.79",0.3,4.8,"139,329",48
1,Canada,L01EX,Other protein kinase inhibitors,<65,M,"9,219.96",0.3,0.0,366,49
1,Canada,B01AB,Heparin group,<65,M,"9,152.26",0.3,0.2,"6,914",50
1,Canada,M03AX,"Other muscle relaxants, peripherally acting agents",<65,M,"9,010.69",0.3,0.1,"3,863",51
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,<65,M,"8,985.60",0.3,7.0,"203,933",52
1,Canada,A10BA,Biguanides,<65,M,"8,764.03",0.3,5.8,"170,335",53
1,Canada,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,M,"8,589.70",0.3,1.2,"35,955",54
1,Canada,A07EC,Aminosalicylic acid and similar agents,<65,M,"8,412.88",0.3,0.6,"16,700",55
1,Canada,N05AE,Indole derivatives,<65,M,"8,322.84",0.3,0.2,"5,646",56
1,Canada,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",<65,M,"8,259.50",0.3,0.2,"4,604",57
1,Canada,N03AF,Carboxamide derivatives,<65,M,"8,133.11",0.3,0.6,"17,112",58
1,Canada,A04AD,Other antiemetics,<65,M,"8,101.15",0.3,0.4,"10,218",59
1,Canada,J05AE,Protease inhibitors,<65,M,"7,872.16",0.3,0.1,"1,460",60
1,Canada,V06C,Infant formulas,<65,M,"7,753.39",0.3,0.2,"4,675",61
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,<65,M,"7,654.36",0.3,2.0,"59,506",62
1,Canada,A09AA,Enzyme preparations,<65,M,"7,546.99",0.3,0.2,"5,300",63
1,Canada,L03AB,Interferons,<65,M,"7,413.66",0.3,0.0,465,64
1,Canada,V03AC,Iron-chelating agents,<65,M,"7,007.79",0.2,0.0,287,65
1,Canada,C09CA,"Angiotensin II receptor blockers (ARBs), plain",<65,M,"6,772.61",0.2,3.0,"86,552",66
1,Canada,B03XA,Other antianemic preparations,<65,M,"6,744.81",0.2,0.1,"1,662",67
1,Canada,V06,General nutrients,<65,M,"6,668.47",0.2,0.0,191,68
1,Canada,L03AX,Other immunostimulants,<65,M,"6,611.18",0.2,0.0,642,69
1,Canada,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,<65,M,"6,478.35",0.2,0.0,128,70
1,Canada,G03BA,3-oxoandrosten (4) derivatives,<65,M,"6,369.98",0.2,0.7,"20,745",71
1,Canada,C01CA,Adrenergic and dopaminergic agents,<65,M,"5,977.16",0.2,1.7,"49,310",72
1,Canada,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",<65,M,"5,932.31",0.2,0.4,"12,465",73
1,Canada,M03BX,Other centrally acting agents,<65,M,"5,834.14",0.2,3.7,"108,550",74
1,Canada,H03AA,Thyroid hormones,<65,M,"5,713.99",0.2,3.1,"89,419",75
1,Canada,C10AX,Other lipid-modifying agents,<65,M,"5,700.35",0.2,0.8,"22,631",76
1,Canada,D11AH,"Agents for dermatitis, excluding corticosteroids",<65,M,"5,644.09",0.2,0.3,"9,135",77
1,Canada,A16AX,Various alimentary tract and metabolism products,<65,M,"5,584.06",0.2,0.0,141,78
1,Canada,M01AE,Propionic acid derivatives,<65,M,"5,478.19",0.2,8.0,"234,137",79
1,Canada,A11CC,Vitamin D and analogues,<65,M,"5,422.81",0.2,2.1,"60,410",80
1,Canada,L02AE,Gonadotropin-releasing hormone analogues,<65,M,"5,421.37",0.2,0.1,"1,758",81
1,Canada,G04CA,Alpha-adrenoreceptor antagonists,<65,M,"5,407.00",0.2,2.7,"78,573",82
1,Canada,R01AD,Corticosteroids,<65,M,"5,364.86",0.2,4.5,"131,309",83
1,Canada,B02AB,Proteinase inhibitors,<65,M,"5,300.77",0.2,0.0,49,84
1,Canada,L01XC,Monoclonal antibodies,<65,M,"5,175.15",0.2,0.0,606,85
1,Canada,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,<65,M,"5,026.81",0.2,0.2,"5,136",86
1,Canada,A10BB,Sulfonylureas,<65,M,"4,863.79",0.2,2.2,"64,410",87
1,Canada,R05CB,Mucolytics,<65,M,"4,719.66",0.2,0.0,610,88
1,Canada,J02AC,Triazole derivatives,<65,M,"4,607.72",0.2,0.3,"9,388",89
1,Canada,C02KX,Antihypertensives for pulmonary arterial hypertension,<65,M,"4,363.98",0.2,0.0,228,90
1,Canada,N02BE,Anilides,<65,M,"4,265.54",0.1,3.8,"112,016",91
1,Canada,N05AF,Thioxanthene derivatives,<65,M,"4,232.75",0.1,0.2,"6,116",92
1,Canada,J05AG,Non-nucleoside reverse transcriptase inhibitors,<65,M,"4,176.97",0.1,0.0,886,93
1,Canada,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,<65,M,"4,119.51",0.1,0.2,"4,437",94
1,Canada,J01GB,Other aminoglycosides,<65,M,"3,978.34",0.1,0.0,830,95
1,Canada,L01EE,Mitogen-activated protein kinase (MEK) inhibitors,<65,M,"3,961.40",0.1,0.0,76,96
1,Canada,D07AC,"Corticosteroids, potent (group III)",<65,M,"3,923.52",0.1,6.8,"197,824",97
1,Canada,N02BA,Salicylic acid and derivatives,<65,M,"3,920.75",0.1,1.6,"46,839",98
1,Canada,L02BB,Antiandrogens,<65,M,"3,909.20",0.1,0.0,621,99
1,Canada,V03AB,Antidotes,<65,M,"3,843.17",0.1,0.6,"16,968",100
1,Canada,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,<65,F,"381,335.01",13.7,0.6,"21,300",1
1,Canada,L04AA,Selective immunosuppressants,<65,F,"192,012.96",6.9,0.5,"18,438",2
1,Canada,N05AX,Other antipsychotics,<65,F,"96,905.39",3.5,2.3,"83,061",3
1,Canada,J05AP,Antivirals for treatment of HCV infections,<65,F,"94,786.87",3.4,0.1,"2,021",4
1,Canada,L04AC,Interleukin inhibitors,<65,F,"77,183.49",2.8,0.1,"5,357",5
1,Canada,L04AX,Other immunosuppressants,<65,F,"63,039.20",2.3,0.3,"11,286",6
1,Canada,N07BC,Drugs used in opioid dependence,<65,F,"60,349.37",2.2,0.9,"33,154",7
1,Canada,N06AX,Other antidepressants,<65,F,"56,319.59",2.0,10.7,"393,764",8
1,Canada,N03AX,Other antiepileptics,<65,F,"54,399.53",2.0,6.0,"221,482",9
1,Canada,N06BA,Centrally acting sympathomimetics,<65,F,"50,471.61",1.8,2.9,"105,727",10
1,Canada,N06AB,Selective serotonin reuptake inhibitors,<65,F,"49,997.89",1.8,14.3,"525,938",11
1,Canada,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",<65,F,"49,242.03",1.8,4.5,"166,179",12
1,Canada,J05AR,"Antivirals for treatment of HIV infections, combinations",<65,F,"44,733.63",1.6,0.1,"4,899",13
